"9","ADVANCE TO GO","Advance To","1"
"10","ADVANCE TO PREMIERSHIP CUP","Advance To","40"
"11","TAKE A TRIP TO COLONIAL STADIUM AND IF YOU PASS 'GO' COLLECT £200","Advance To","16"
"12","GO BACK THREE SPACES","Go Back","3"
"13","ADVANCE TO PORT ADELAIDE   IF YOU PASS 'GO'   COLLECT $200","Advance To","25"
"14","ADVANCE TO FREMANTLE   IF YOU PASS 'GO' COLLECT   $200","Advance To","12"
"15","GO TO JAIL   MOVE DIRECTLY TO JAIL   DO NOT PASS 'GO'   DO NOT COLLECT £200","Goto Jail","11"
"16","YOU HAVE WON A CROSSWORD COMPETITION   COLLECT £100","Receive From Bank","100"
"16"
"1","GET OUT OF JAIL FREE      This card may be kept until needed or sold","Get Out of Jail","50"
"2","RECENT WINS INCREAS YOUR PLAYING VALUE   COLLECT $200","Receive From Bank","200"
"3","YOU HAVE WON SECOND PRIZE IN A BEAUTY CONTEST   COLLECT $10","Receive From Bank","10"
"4","RECEIVE INTEREST ON 7% PREFERENCE SHARES   $25","Receive From Bank","25"
"5","YOU INHERIT £100","Receive From Bank","100"
"6","FROM SALE OF STOCK YOU GET   $50","Receive From Bank","50"
"7","INCOME TAX REFUND   COLLECT $20","Receive From Bank","20"
"8","IT IS YOUR BIRTHDAY   COLLECT $10 FORM EACH PLAYER","Receive From All Players","10"
"9","PAY HOSPITAL $100","Pay To Bank","100"
"10","PAY YOUR INSURANCE   PREMIUM $50","Pay To Bank","50"
"11","DOCTOR'S FEE   PAY £50","Pay To Bank","50"
"12","PAY A $10 FINE OR TAKE   A 'CONTRACT DEAL'","Fine or Contract Deal","10"
"13","ADVANCE TO 'GO'","Advance To","1"
"14","GO BACK TO WESTERN AUSTALIA","Back To","2"
"15","GO TO JAIL   MOVE DIRECTLY TO JAIL   DO NOT PASS 'GO'   DO NOT COLLECT $200","Goto Jail","11"
"16","ANNUITY MATURES   COLLECT $100","Receive From Bank","100"

".New Zealand"
"House","Hotel","Go","Jail","Free Parking","Bank","Title Deed","Rent","Utility","Station","$","Before","Chance","Community Chest"
"13080","1500","200","&HC0FFC0","150","&H0","50","3","YES","NO","0","99","5"
"Arial","0","7","False","False","False","False"
"0","&H00FFFFFF&","0","#NULL#","#NULL#"
"1","16512","50","65280","128"
"2","12582912","50","65280","128"
"3","16711935","100","65280","128"
"4","33023","100","65280","128"
"5","255","150","65280","128"
"6","65535","150","65280","128"
"7","32768","200","65280","128"
"8","4194304","200","65280","128"
"9","&HC0FFC0","0","#NULL#","#NULL#"
"10","&HC0FFC0","0","#NULL#","#NULL#"
"40"
"1","Go","0","0","0","0","0","0","0","0","0"
"2","Palmerston Street","1","60","99","2","30","30","90","160","250"
"3","Community Chest","0","0","0","0","0","0","0","0","0"
"4","Mackay  Street","1","60","99","4","20","60","180","320","450"
"5","Income Tax   Pay $200","0","0","99","200","0","0","0","0","0"
"6","Balclutha Station","10","200","99","25","50","100","200","0","0"
"7","East Street","2","100","99","6","30","90","270","400","550"
"8","Chance","0","0","0","0","0","0","0","0","0"
"9","Stafford  Street","2","100","99","6","30","90","270","400","550"
"10","Thames Street","2","120","99","8","40","100","300","450","600"
"11","Jail","0","0","0","0","0","0","0","0","0"
"12","Gladstone Road","3","140","99","10","50","150","450","625","750"
"13","Electric Company","9","150","99","4","10","0","0","0","0"
"14","Marine Parade","3","140","99","10","50","150","450","625","750"
"15","Bank Street","3","160","99","12","60","180","500","700","900"
"16","Taumarunui Station","10","200","99","25","50","100","200","0","0"
"17","Devon Street","4","180","99","14","70","200","550","750","950"
"18","Community Chest","0","0","0","0","0","0","0","0","0"
"19","Rangitikei Street","4","180","99","14","70","200","550","750","950"
"20","Victoria Avenue","4","200","99","16","80","220","600","800","1000"
"21","Free Parking","0","0","0","0","0","0","0","0","0"
"22","High Street","5","220","99","18","90","250","700","875","1050"
"23","Chance","0","0","0","0","0","0","0","0","0"
"24","Market Street","5","220","99","18","90","250","700","875","1050"
"25","Trafalgar Street","5","240","99","20","100","300","750","925","1100"
"26","Kaikoura Station","10","200","99","25","50","100","200","0","0"
"27","Cameron Road","6","260","99","22","110","330","800","975","1150"
"28","Fenton Street","6","260","99","22","110","330","800","975","1150"
"29","Water Works","9","150","99","4","10","0","0","0","0"
"30","Garden Place","6","280","99","24","120","360","850","1025","1200"
"31","Go To Jail","0","0","0","0","0","0","0","0","0"
"32","Dee Street","7","300","99","26","130","390","900","1100","1275"
"33","Princes Street","7","300","99","26","130","390","900","1100","1275"
"34","Community Chest","0","0","0","0","0","0","0","0","0"
"35","Cathedral Square","7","320","99","28","150","450","1000","1200","1400"
"36","Frankton Junction","10","200","99","25","50","100","200","0","0"
"37","Chance","0","0","0","0","0","0","0","0","0"
"38","Lambton Quay","8","350","99","35","175","500","1100","1300","1500"
"39","Luxury Tax   Pay $100","0","0","99","100","0","0","0","0","0"
"40","Queen Street","8","400","99","50","200","600","1400","1700","2000"
"16"
"1","GET OUT OF JAIL FREE      This card may be kept until needed or sold","Get Out of Jail","50"
"2","DRUNK IN CHARGE   FINE $20","Pay To Bank","20"
"3","SPEEDING FINE $15","Pay To Bank","15"
"4","YOU ARE ASSESED FOR STREET REPAIRS   $40 PER HOUSE   $120 PER HOTEL","Street Repairs","40"
"5","PAY SCHOOL FEES $150","Pay To Bank","150"
"6","MAKE GENERAL REPAIRS ON ALL OF YOUR HOUSES   FOR EACH HOUSE PAY $25   FOR EACH HOTEL PAY $100","General Repairs","25"
"7","YOUR BUILDING LOAN MATURES   RECEIVE $150","Receive From Bank","150"
"8","BANK PAYS YOU DIVIDEND   OF $50","Receive From Bank","50"
"9","ADVANCE TO GO","Advance To","1"
"10","ADVANCE TO QUEEN STREET","Advance To","40"
"11","TAKE A TRIP TO TAUMARUNUI STATION AND IF YOU PASS 'GO' COLLECT $200","Advance To","16"
"12","GO BACK THREE SPACES","Go Back","3"
"13","ADVANCE TO TRAFALGAR STREET   IF YOU PASS 'GO'   COLLECT $200","Advance To","25"
"14","ADVANCE TO GLADSTONE ROAD   IF YOU PASS 'GO' COLLECT   $200","Advance To","12"
"15","GO TO JAIL   MOVE DIRECTLY TO JAIL   DO NOT PASS 'GO'   DO NOT COLLECT $200","Goto Jail","11"
"16","YOU HAVE WON A CROSSWORD COMPETITION   COLLECT $100","Receive From Bank","100"
"16"
"1","GET OUT OF JAIL FREE      This card may be kept until needed or sold","Get Out of Jail","50"
"2","BANK ERROR IN YOUR FAVOUR   COLLECT $200","Receive From Bank","200"
"3","YOU HAVE WON SECOND PRIZE IN A BEAUTY CONTEST   COLLECT $10","Receive From Bank","10"
"4","RECEIVE INTEREST ON 7% PREFERENCE SHARES   $25","Receive From Bank","25"
"5","YOU INHERIT $100","Receive From Bank","100"
"6","FROM SALE OF STOCK YOU GET   $50","Receive From Bank","50"
"7","INCOME TAX REFUND   COLLECT $20","Receive From Bank","20"
"8","IT IS YOUR BIRTHDAY   COLLECT $10 FORM EACH PLAYER","Receive From All Players","10"
"9","PAY HOSPITAL $100","Pay To Bank","100"
"10","PAY YOUR INSURANCE   PREMIUM $50","Pay To Bank","50"
"11","DOCTOR'S FEE   PAY $50","Pay To Bank","50"
"12","PAY A $10 FINE OR TAKE   A 'CHANCE'","Fine or Chance","10"
"13","ADVANCE TO 'GO'","Advance To","1"
"14","GO BACK TO PALMERSTON STREET","Back To","2"
"15","GO TO JAIL   MOVE DIRECTLY TO JAIL   DO NOT PASS 'GO'   DO NOT COLLECT $200","Goto Jail","11"
"16","ANNUITY MATURES   COLLECT $100","Receive From Bank","100"

".Germany"
"Haus","Hotel","Los","Gefaengnis","Frei Parken","Bank","Besitzkarte","Miete","Werk","Bahnhof","€","Before","Ereignisfeld","Gemeinschaftsfeld"
15000,15000,"2000","&HC0FFC0","150","&H0","50","3","YES","NO","0","99","5"
"Arial","0","7","False","False","False","False"
"0","&H00FFFFFF&","0","#NULL#","#NULL#"
"1","8388736","250","65280","128"
"2","16776960","250","65280","128"
"3","16711935","500","65280","128"
"4","33023","500","65280","128"
"5","255","750","65280","128"
"6","65535","750","65280","128"
"7","32768","1000","65280","128"
"8","10485760","1000","65280","128"
"9","&HC0FFC0","0","#NULL#","#NULL#"
"10","&HC0FFC0","0","#NULL#","#NULL#"
"40"
"1","Los","0","0","0","0","0","0","0","0","0"
"2","Badstrasse","1","600","99","20","100","300","900","1600","2500"
"3","Gemeinschaftsfeld","0","0","0","0","0","0","0","0","0"
"4","Turmstrasse","1","600","99","40","200","600","1800","3200","4500"
"5","Einkommensteuer   €2000","0","0","99","2000","0","0","0","0","0"
"6","Suedbahnhof","10","2000","99","250","500","1000","2000","0","0"
"7","Chausseestrasse","2","1000","99","60","300","900","2700","4000","5500"
"8","Ereignisfeld","0","0","0","0","0","0","0","0","0"
"9","Elisenstrasse","2","1000","99","60","300","900","2700","4000","5500"
"10","Poststrasse","2","1200","99","80","400","1000","3000","4500","6000"
"11","Gefaengnis","0","0","0","0","0","0","0","0","0"
"12","Seestrasse","3","1400","99","100","500","1500","4500","6250","7500"
"13","Elektrizitaetswerk","9","1500","99","40","100","0","0","0","0"
"14","Hafenstrasse","3","1400","99","100","500","1500","4500","6250","7500"
"15","Neue Strasse","3","1600","99","120","600","1800","5000","7000","9000"
"16","Westbahnhof","10","2000","99","250","500","1000","2000","0","0"
"17","Muenchner Strasse","4","1800","99","140","700","2000","5500","7500","9500"
"18","Gemeinschaftsfeld","0","0","0","0","0","0","0","0","0"
"19","Wiener Strasse","4","1800","99","140","700","2000","5500","7500","9500"
"20","Berliner Strasse","4","2000","99","160","800","2200","6000","8000","10000"
"21","Frei Parken","0","0","0","0","0","0","0","0","0"
"22","Theaterstrasse","5","2200","99","180","900","2500","7000","8750","10500"
"23","Ereignisfeld","0","0","0","0","0","0","0","0","0"
"24","Museumstrasse","5","2200","99","180","900","2500","7000","8750","10500"
"25","Opernplatz","5","2400","99","200","1000","3000","7500","9250","11000"
"26","Nordbahnhof","10","2000","99","250","500","1000","2000","0","0"
"27","Lessingstrasse","6","2600","99","220","1100","3300","8000","9750","11500"
"28","Schillerstrasse","6","2600","99","220","1100","3300","8000","9750","11500"
"29","Wasserwerk","9","1500","99","40","100","0","0","0","0"
"30","Goethestrasse","6","2800","99","240","1200","3600","8500","10250","12000"
"31","Gehen Sie in das Gefaengnis","0","0","0","0","0","0","0","0","0"
"32","Rathausplatz","7","3000","99","260","1300","3900","9000","11000","12750"
"33","Hauptstrasse","7","3000","99","260","1300","3900","9000","11000","12750"
"34","Gemeinschaftsfeld","0","0","0","0","0","0","0","0","0"
"35","Bahnhofstrasse","7","3200","99","280","1500","4500","10000","12000","14000"
"36","Hauptbahnhof","10","2000","99","250","500","1000","2000","0","0"
"37","Ereignisfeld","0","0","0","0","0","0","0","0","0"
"38","Parkstrasse","8","3500","99","350","1750","5000","11000","13000","15000"
"39","Zusatzsteuer   €1000","0","0","99","1000","0","0","0","0","0"
"40","Schlossallee","8","4000","99","500","2000","6000","14000","17000","20000"
"16"
"1","DU KOMMST AUS DEM GEFAENGNIS FREI - Diese Karte muss behalten werden bis sie benoetigt oder verkauft wird","Get Out of Jail","300"
"2","RUECKE VOR BIS ZUM NAECHSTEN BAHNHOF  HAT NOCH KEIN SPIELER EINEN BESITZANSPRUCH AUF DIESEN BAHNHOF SO KANN ER IHN VON DER BANK KAUFEN","Station","0"
"3","STRAFE FUER ZU SCHNELLES FAHREN   € 150","Pay To Bank","150"
"4","RUECKE VOR BIS ZUR SCHLOSSALLEE","Advance To","40"
"5","GEHE ZURUECK NACH DER BADSTRASSE","Back To","2"
"6","LASSE ALL DEINE HAEUSER RENOVIEREN  Zahle an die Bank € 250 pro Haus und € 1000 pro Hotel","General Repairs","250"
"7","MIETE UND ANLEIHEZINSEN WERDEN FAELLIG DIE BANK ZAHLT DIR € 1500","Receive From Bank","1500"
"8","GEHE 3 FELDER ZURUECK","Go Back","3"
"9","RUECKE BIS AUF LOS VOR","Advance To","1"
"10","GEHE IN DAS GEFAENGNIS  BEGIB DICH DIREKT DORTHIN  GEHE NICHT UEBER LOS  ZIEHE NICHT € 2000 EIN","Goto Gefaengnis","11"
"11","ZAHLE EINE STRAFE VON € 100 ODER NIMM EINE GEMEINSCHAFTSKARTE","Fine or Chest","100"
"12","RUECKE VOR BIS ZUR SEESTRASSE   WENN DU UEBER LOS KOMMST ZIEHE € 2000 EIN","Advance To","12"
"13","DU WURDEST ZUM VORSTAND GEWAEHLT  ZAHLE JEDEM SPIELER € 500","Pay To All Players","500"
"14","MACHE EINEN AUSFLUG ZUM SUEDBAHNHOF UND WENN DU UEBER LOS KOMMST ZIEHE € 2000 EIN","Advance To","6"
"15","RUECKE VOR BIS ZUM OPERNPLATZ   WENN DU UEBER LOS KOMMST ZIEHE € 2000 EIN","Advance To","25"
"16","DIE BANK ZAHLT DIR EINE DIVIDENDE VON € 500","Receive From Bank","500"
"16"
"1","DU KOMMST AUS DEM GEFAENGNIS FREI - Diese Karte muss behalten werden bis sie benoetigt oder verkauft wird","Get Out of Jail","300"
"2","BANK-IRRTUM ZU DEINEN GUNSTEN  ZIEHE € 2000 EIN","Receive From Bank","2000"
"3","DU HAST DEN II. PREIS IN EINER SCHOENHEITSKONKURRENZ GEWONNEN  ZIEHE € 100 EIN","Receive From Bank","100"
"4","DU ERHAELST AUF VORZUGS-AKTIEN 7% DIVIDENDE - € 450","Receive From Bank","450"
"5","DU ERBST  € 1000","Receive From Bank","1000"
"6","AUS LAGERVERKAEUFEN ERHAELST DU  € 250","Receive From Bank","250"
"7","EINKOMMENSTEUER-RUECKZAHLUNG  ZIEHE € 200 EIN","Receive From Bank","200"
"8","ES IST DEIN GEBURTSTAG  ZIEHE VON JEDEM SPIELER € 500 EIN","Receive From All Players","500"
"9","ZAHLE AN DAS KRANKENHAUS  € 1000","Pay To Bank","1000"
"10","DU HAST IN EINEM KREUZWORTRAETSEL-WETTBEWERB GEWONNEN  ZIEHE € 1000 EIN","Receive From Bank","1000"
"11","ARZT-KOSTEN  ZAHLE € 500","Pay To Bank","500"
"12","ZAHLE SCHULGELD  € 1500","Pay To Bank","1500"
"13","RUECKE VOR BIS AUF LOS","Advance To","1"
"14","DU WIRST ZU STRASSENAUSBESSERUNGSARBEITEN HERANGEZOGEN  ZAHLE  Zahle an die Bank € 400 pro Haus und € 1200 pro Hotel","Street Repairs","400"
"15","GEHE IN DAS GEFAENGNIS  BEGIB DICH DIREKT DORTHIN  GEHE NICHT UEBER LOS  ZIEHE NICHT € 2000 EIN","Goto Gefaengnis","11"
"16","DIE JAHRESRENTE WIRD FAELLIG  ZIEHE € 1000 EIN","Receive From Bank","1000"
